date,review,rating,title
2026-05-06,"When you first make a Spotify account it doesn’t give you an option to make a Password so you can only make one but going through the “Forgot password” process which is very annoying & takes forever to get done.
  It used to play the next song but have no audio unless you paused then played it but now it just randomly pauses your song, I know someone else isn’t connected to my Bluetooth either cause I only have my headphones connected to it & no others under “paired devices”.
  It often says 1 of 2 ads but I get hit with up to 6 at a time, most of them are the same exact one that JUST got done playing or I get every. single. ad break which is getting on my nerves.",1,"No password, Stops playing, Too many ads"
2026-05-06,They treat you like a literal peasant if you dont have spotify premium,1,Garbage
2026-05-06,Okay so you guys literally need to get this it’s way better then watching on YouTube when trying to play another game at the same time and the adds bearly I get one like each 6 songs sometimes never and if you see reviews of people saying that there’s an add every second it’s either there lying or there device is really glitchy or old,5,GET IF YOU LOVE SONGS
2026-05-06,I love the app some much but my dad made me delete it sadly but really good I definitely recommend,5,Spotify
2026-05-06,"spotify is fine ig, but recently some artists have become inaccessible on my ipad. i noticed this the other day when i went to listen to my goat conan gray, but i couldnt because it kept closing out of his profile every time i clicked on it. in the end i had to search up a specific album to listen to instead of him on shuffle. today i went to listen to a different musician and it’s also not working for him. this also isnt for every artist. i am able to view olivia rodrigo and sombr but not jake minch or conan. my friend also attempted to open david kushner on her ipad but was also not able to. spotify you already prevent us from listening to music enough, at least give us access to semblance of access to our favorite musicians.",2,fix this bro
2026-05-06,45 seconds to a minute and 30 second ads after each song,1,Ads
2026-05-06,Trash and bad when it’s forcing me to get premium then then and then I do my favorite songs. I press on one and then it says get premium and then I say dismiss it and then I keep pressing on the other song that says keep doing that it’s forcing me to pay,1,👎
2026-05-06,Great collection of music always find what i want my only complaint is commercials I hate all of them yes i know keeps it free,5,Classic Rock On
2026-05-06,Okay just gonna say this but can Spotify bring back the labubu cheese Obama and labubu Dubai chocolate song by Lil big stack back please???...,3,Bring back the labubu cheese Obama and labubu Dubai chocolate song...
2026-05-06,Spotify is great for listening to music:D,5,Reveiw
2026-05-06,"I love the music app I just hate when you have to wait for 3-4-5 ADS to listen to your music.
Loved it when it was 1-2 ADS.",3,One complaint
2026-05-06,Spotify I literally can’t live without you,5,I love u
2026-05-06,Sucks can’t click what I want to listen unless I have premium,2,Sucks
2026-05-06,Spotify has glitches the song keeps pausing and playing every minute  is getting annoying and it even change the song out of nowhere I hope you guys can fix your glitches,1,Glitch
2026-05-06,spotify has been there for me in my highs and lows and in my opinion is the best music streaming app ever,5,spotify
2026-05-06,I just love this app.it is not an app this is a emotion 🖤,5,Peace full 🥹 Eko
2026-05-06,Stop putting podcasts at the top of my home screen. I don’t want to see them and there is no stop them from showing up.,1,Don’t care about podcasts
2026-05-06,I still don’t understand how or why Spotify can’t get ‘shuffle’ correct. I’ve been waiting years for them to figure it out and the same songs are played like clock work no matter what settings I have them set to.,1,Shuffle How?
2026-05-06,love this <3,5,🤞🏼🧟
2026-05-06,Keeps not letting me pick the songs I want without giving notice that now only Spotify premium users can select specific songs.,1,Premium
2026-05-06,"I love how Spotify catalogs my favorite songs and suggests new artists.  

All I asked is the Spotify stops collaborating with ICE.",5,Spotify the Great!
2026-05-06,"Used it everyday until they started running ICE advertisements, then I got Apple Music.",1,😪
2026-05-06,Talk are so peak on here😼,5,This app is goated🤫
2026-05-06,The forced suggested playlists are mostly no good and the amount of advertising has become incredible.,3,It’s too much
2026-05-06,Over 10,5,Strong than you
2026-05-06,But it’s worth it! Oppp,5,Whyyyy do I have to pay for this
2026-05-06,I love it! Couldn’t live without it!,5,Love it!
2026-05-06,Recent update destroyed the iPad app. mini player wont show sometimes and the app will crash every time you go to an artist. I love the updated UI but it needs to actually work.,1,Unusable
2026-05-06,Unusable without it,1,Premium too expensive
2026-05-06,"Love spotify, sometimes a learning curve when updates happen but pretty user friendly. Always innovative add ons when they do add on",5,Using from the start
2026-05-06,Amo esta app,5,Me encanta esta app
2026-05-06,Nice happy yay,5,Good stuff
2026-05-06,The was great until I hit a high number of followers (600+) and then it won’t let me see what it looks like public or update my playlist for my followers to listen too. This sort of made me not go on Spotify as much/ anymore.,4,The inconvenience
2026-05-06,Rules,5,Spotify
2026-05-06,Was paying for Audible and Apple Music but Spotify brings both together with a large music and book selection for about the price of a single one of those services.,5,Dropped Audible and Apple Music
2026-05-06,"It’s crazy how  many adds
you have to endure for a song",3,Adds
2026-05-06,Yk why,5,Spotify
2026-05-06,"Dope Record , Sinister Is The Truth.. Lyrics Is Fire🔥🔥🔥🔥🔥",5,Ski Mask
2026-05-06,"We need a “don’t recommend” option, a dislike button, and “never play podcast”. I have a popcast that always plays when I finish my playlist, a sleeping playlist! I’m paying for discomfort? I can use YouTube with an add blocker at this point.",5,More options for less options
2026-05-06,Awesome sauce,5,Awesome
2026-05-06,Terrible quality and bad service,1,Terrible
2026-05-06,Good but a lot of ads,5,Idk
2026-05-06,I love Spotify it is such a great music app to use you can create playlists with friends or family or your own it has all types of music it has ads unless you get premium which is not that expensive great music app highly recommend!!😁,5,Great app
2026-05-06,The music is great but I wish that premium was free forever and amazing podcasts. I love that they all kinds of musicals and original cast recordings.,5,Great app
2026-05-06,Too many ads in my library music,1,ads
2026-05-06,It is so good I think it’s worth it to get premium,5,Nice
2026-05-06,My son gifted us Spotify and I start everyday listening to Old School Gospel!,5,Spotify Brings Me Joy!
2026-05-06,"Adding more YouTubers will not only increase the amount of people
 on the app and also 5 star rating",3,Add more YouTubers for kids like me who can’t go on you tube
2026-05-06,This is a good app because you can do everything while using it and create your own playlist.,5,Spotify
2026-05-06,I love this app! Music is life 🤞🏼,5,I love music
2026-05-06,Make it free,5,Free
2026-05-06,"If apps were people, Spotify would be my best friend",5,I love Spotify
2026-05-06,How did you win?,5,1 Trillion +
2026-05-06,"The DJ can’t even say artists names correctly, cuts off way too much of the beginning and end of songs, and does not mix it up enough. Just a glorified version of the already terrible shuffle feature.",1,AI terrible
2026-05-06,"i like all the songs it bring it makes me happy , sad , and joyful and im very very proud of this app id dont know what i will do without this app",5,Spotify
2026-05-06,Spotify has everything and it’s easy to use.  Period.,5,Easy for Everything
2026-05-06,"They say you get 15 hrs of audiobook with premium but it will take 2 months to listen to a 10 hr book. They scam you just so you will pay extra for toppers. By the time you’re allowed to listen to your book again, you’ve done forgotten about it or where you are in the book. Spotify is horrible. And it freezes up and crashes all the time.",2,Freezes and they lie about what you get with premium
2026-05-06,De mucho entrenamiento,4,Buena
2026-05-06,Spotify is so good I can listen to my fav songs or others favs and I can just vibe with out anybody bothering me,5,I’m love this app
2026-05-06,It’s good but it has SO MANY ADS like fr,3,Good but…
2026-05-06,Good music but i js want more of my favorite youtubers,4,I want more of my fav youtubers
2026-05-06,This is has a lot of good music and a lot of potential if they would take off the adds for people without premium,4,Nice i guess
2026-05-06,It’s the best app for music and I love Spotify Apple Music don’t have nothing on Apple Music,5,Spotify the best
2026-05-06,Spotify has proven itself to be the best music app. The algorithm works well by giving you the type of music you’ll enjoy I will recommend any day,5,I love you guys
2026-05-06,Spotify is a great source for music. You could listen to any kinds of songs. But i would suggest getting premium or a plan so you don’t have to worry about the ads in between songs.,5,Spotify
2026-05-06,Notoriously reliable Watch app,2,Terrible Watch app
2026-05-06,Lovin prime,5,Prime
2026-05-06,The ads are crazy and since when we can’t rewind,5,Ads !
2026-05-06,Hey guys I just wanted to say that I am learning Portuguese as a native Spanish speaker and it is better than Duolingo so yea get this on apple music or anything else.,5,Bad bunny
2026-05-06,The combination of corporate greed is annoying making us pay to choose or skip songs you all suck at doing your job n making people WANT this app,1,Skipping/choosing
2026-05-06,Just started playing in the middle of the night woke me up from much needed rest a podcast that is pure garbage! Just deleted for good!,1,To angry for words
2026-05-06,Buju,5,Modupe
2026-05-06,"u waste 1min on two add every few songs, such a waste of time",1,double ads everywhere
2026-05-06,"I’ve been a member with Spotify since like 2013, while I do prefer Spotify I’m seriously  considering switching over to Apple because my music will randomly shuffle itself and it’s really annoying. For example if I’m listening to my liked songs on a mass shuffle and pause my music for a couple hours when I come back into the app and press play it will automatically reshuffle the playlist.",3,Shuffle
2026-05-06,The best app ever created for me 🤷🏾‍♂️,5,My honest opinion on this app
2026-05-06,Very good only with premium would delete the app immediately if I didn’t have it,4,Meow
2026-05-06,"I find it ridiculous that Spotify bills premium members to keep listening to an audiobook. I love Spotify, hence why I pay extra for its features, but that is overkill for a company that isn’t hurting for money.",2,I shouldn’t have to pay for audio book hours on top of my premium subscription.
2026-05-06,I like Spotify and I’ve been using it since 2017 so I have a bunch of songs that I don’t listen to anymore. Can you please make a way to multiad songs from your liked playlist?,4,Multi unadd
2026-05-06,Excellent times I wish the radio was on Spotify like Pandora has it,5,Creative wishing Spotify had the radio
2026-05-05,"I love having Spotify for listening to music, making song lists, and adding fun to my everyday life! I also use Spotify for entertainment at my home poker games. Friends love the music lists I create and play for them!",5,Spotify Means Music & Joy Anytime!
2026-05-05,Only got two instead of one because it has a playlist for everything videogames etc however you never get to listen to it because every two songs a terrible add plays and I’m let’s be honest I’m not paying for premium.actual radio stations play astronomically less ads,2,If you like unusable apps your at the right place
2026-05-05,bad,1,adds i keep getting adds about vaping and doung drugs and same adds over and over again me no likey
2026-05-05,"Honestly it’s better than Apple Music you can transfer your music to any músic app it’s always saving and never deletes your progress there’s also the fact that it lets you play any song only one ad it’s not bad 
Only thing is the ICE ads that are bad
But overall it’s good",4,Spotify Review
2026-05-05,Everytime I try to send a message I won’t send,1,Sending messages won’t work
2026-05-05,I cant even switch through songs without getting an ad,3,Too many ads
2026-05-05,"I like the app, but there are some inappropriate playlists that shouldn’t be on a music app that is open for all. The music is good but I just wish they could fix this problem with the playlists",4,The playlists
2026-05-05,Could have less ads even when not having premium and having ads that we specifically like.,4,Ads
2026-05-05,"A lot of songs to choose from, and you can make playlists for them. Pretty nice overall.",5,I like it
2026-05-05,"It’s my fav song app. Js amazing. If I don’t know the song and I only know a part of the song it immediately recognizes the lyrics and finds the song. Plays songs that it knows that I will probs like and 75% of the time it’s right. Also plays songs I liked a while ago and they think I would still like(that’s a good thing), and also plays songs that I have been listening to that month and week. (“They” as in the smart shuffle.) Also love DJ X. Js a cool feature, and knows what songs I’ve been liking and bases it off of that. The DJ also shows me new songs and brings me back to older songs js like the smart shuffle.(which is also rlly cool) Love it all! Js thank u for this awesome app.",5,AMAZING LOVE SPOTIFY
2026-05-05,My favorite streaming app!,5,The best
2026-05-05,I'm not gonna lie I absolutely love this app spotify is the best but the new Ai playlist feature is absolutely buns. it didn't listen to me at all and made the absolute worst thing ever. please instead of just being able to change the prompt give it the ability to take some type of feedback so it can get better and i don't have to rewrite a new prompt just for another terrible playlist. please give it the ability to receive feedback!!,5,AI playlist creation
2026-05-05,Is the best music app,4,I love Spotify
2026-05-05,It very good.me like music,5,My review
2026-05-05,Bring back the Arabic songs fully,3,Bring back the Arabic songs fully
2026-05-05,The Best Music App.I use it regularly.Best recommendations and wrapped up with favourite artists.,5,Great for everyday listening
2026-05-05,i don’t like it personally,1,just no
2026-05-05,Can’t even be bothered to keep the song your building a radio around in the radio,1,Greed
2026-05-05,I love listening to different kind of music!!,5,It’s amazing and fun
2026-05-05,"Way, WAY better than Amazon Music",5,Tuff app
2026-05-05,"Best app ever! I am now able to get up and because I am listening music, be more productive in the morning! I am also able to vibe any time, any where!",5,Download now!
2026-05-05,So I cried because I loved Spotify and they stopped letting me skip as much as I wanted and picking the songs I wanted to play and I didn’t have to pay and all of a sudden that’s all gone so they get 1 star from me,1,Why they get one star
2026-05-05,Eminem should be #1 in the world!,5,Eminem
2026-05-05,"For like maybe a month or a little longer now, the app will tell me that I have no data and  says that I’m offline sometimes even when I’m at my house connected to my WiFi. My family has been experiencing the same issue.",1,No data/offline
2026-05-05,Uh idk download it twin,5,Very good
2026-05-05,"Love this app I hope Spotify does not get to much ads this is a good amount of ads no more anyways RIP JUICE WRLD, XXX, and last but not least lil peep",5,Good app
2026-05-05,J’aime bien sportify,5,Amine
2026-05-05,Best free music around!,5,Free Spotify?
2026-05-05,I love all the music,5,You are the best
2026-05-05,LEMME PICK WHAT SONGS I WANT TO LISTEN TO WITH OUT PAYING😐 🔫,4,SONGS
2026-05-05,Greatest app oat,5,Spotify
2026-05-05,Spotify is Great,5,First time using Spotify
2026-05-05,🫰🫰🫰🫰,5,Baddie
2026-05-05,"Spotify, you’re truly annoying me. Its frustrating that I can go from the most heart reaching gorgeous song to 5 straight ads in a row. 
And I can only pick what I want to play a few times? Like what. 
Like why must I play the entire album in hopes you’ll play the one song I like. 
💔",2,Hella Ads
2026-05-05,The app is pretty good with lots of good music options. The only drawback is the stupid 6 skips per hour and no rewinds without premium but I pay for premium so pretty good regardless,3,@Therandomartist2000 on yt
2026-05-05,"Made a whole playlist for Michael Jackson 
Been jamming to Michael for the past weeks",5,Michael Jackson
2026-05-05,This app is unrecognizable and corporate trash.,1,Money hungry fools.
2026-05-05,King Lepookie James,5,Spot
2026-05-05,Always the best app for music,5,All the way
2026-05-05,The app explains itself not much of a review needed but this is a great app for music and sharing but it would be cool if you are allowed to cut songs while editing the playlist that would be cool but other than that this app is so great for music and people who want to watch podcast or make podcasts,5,BRAVO
2026-05-05,Fire / Tyler The Creator is og at rapping,5,Spotify
2026-05-05,For example: unfair- Felix (has a music video) but doesn’t show it Has one,5,Can you add EVERY single music video for every artist?
2026-05-05,This is the best music playing app I know but it’s kinda trash without premium. I used it for a week without premium but then I discovered the pay option and after I paid it was a complete 180. The best money I’ve ever spent. 8/10,5,Mediocre
2026-05-05,Nice,5,Great
2026-05-05,I’ve had Spotify for over a year and can’t afford the premium subscription but they say ads are supposed to appear every 15 minutes but they appear almost every other song or sometimes after just one song so my ads are popping up every 3 or so minutes. It’s a very good service for free music I just wish they didn’t appear so often. But I do think Spotify is the best music platform out their just wish it was easier to listen to without having to pay for a subscription,4,So many ads but good free option
2026-05-05,"Now I have a relationship with the people who delight me with a service, that puts the whole world of music in my pocket. Spotify allows me to listen to classical, guitar, flute, ethnic and experimental composers, far beyond anything I’ve ever had before in my life and now I like dealing with problems with the service in a rational, professional manner. Bravo!",5,Better business management makes for a happier customer!
2026-05-05,Yo I like Spotify because it is like YouTube music but better,5,I like you Spotify
2026-05-05,I’m sick and tired of you guys skipping my favorite songs for those lame annoying ads like stop I skip your ads and you guys skip my songs and it says “Spotify can’t play this right now”like I know that’s a darn lie fix it!,2,Y’all are skipping my songs
2026-05-05,It’s the best Muncie app everrrr,5,Quinn C.
2026-05-05,I LOVE THIS APP SO MUCH IT CHANGED MY LIFE IN THE BEST WAY POSSIBLE NO MATTER WHAT MOOD IM IN THERES ALWAYS A PERFECT PLAYLIST FIR THE MOMENT I JUST LOVE SPOTIFY WITH MY WHOLE HEART ITS MY WHOLE WORLD IDK WHAT I WOULD DO WITHOUT IT🩷🩷🩷,5,I LOVE THIS APP SM
2026-05-05,Music is so good not laggy so nice so clear,5,Music
2026-05-05,I really thank you I miss my grandma everyone that I loved and these songs yall put on here just takes that pain away and I’m grateful for it so take my five stars thank you Spotify 💞💙🤞🏾,5,Thank you Spotify
2026-05-05,Amazing,5,Amazing
2026-05-05,Too much ads and too expensive also it doesn’t give you freeness,1,So sad
2026-05-05,This app is tough as nails,5,Maia
2026-05-05,I’ve been using the Spotify app since I was allowed to have a phone. It is the most user-friendly and user driven music app. Discover weekly is so fun and being able to pick a playlist just from one song that is your vibe at the current moment is the most satisfying thing.,5,Couldn’t imagine a better app
2026-05-05,67,5,Love it
2026-05-05,Love Spotify but they took of the frequently played option on playlists.,5,Spotify
2026-05-05,Superb and amazing choice of music and playlists,5,Superb
2026-05-05,A lot of adds in the free version.,2,Adds
2026-05-05,It sucks,1,It SUCKS
2026-05-05,❤️,5,❤️
2026-05-05,"Literally every two minutes it’s telling me to get premium and I can’t search up songs or do anything without premium, not even joking",1,Do not download
2026-05-05,i love spotify i love my music but i don't have premium i would just like to have more time to listen to music without it telling me i reached my limit,5,yaya
2026-05-05,I love this app but one thing it needs is a visualizer,5,Love it
2026-05-05,It’s just like the place they have ever listened to anything,5,Love this
2026-05-05,Amazing! I always find every song so quick and having the lyrics is so nice!,5,Spotify
2026-05-05,This has many songs. It  is the best. Listen to the songs. Especially forest frank,5,Awesome Spotify
2026-05-05,"This song is inspirational, a woman can achieve what she sets out to do . Thank You 🙏🎶🙏",5,Christy Lane
2026-05-05,great stuff perfect songs infinite fun for the whole family or just yourself,5,Omg amazing yessir
2026-05-05,It’s nice👍,3,E
2026-05-05,Muy bien  5 de 5,5,Recomendable
2026-05-05,This app is amazing and I love it especially when I really feel like listening to my music with a playlist that I can make over all this app is a jaw dropper for me.☺️👌🏻,5,Spotify
2026-05-05,Wow! Amy's voice is powerful and easy to listen to. What a great speaker. Well thought out podcast and excellent delivery!,5,Great quality
2026-05-05,"Great app but there's so many features now. Don't try to be something you're not- this is not a social media platform. I don't want videos to be recommended to me. If recommendations could be turned off in settings, that would be great.

I also dislike the intense integration of AI 🤷‍♂️",4,Getting bloated
2026-05-05,Skipping on songs.,3,Songs
2026-05-05,I wish we could skip the adds though bc they are pretty annoying but otherwise the best!,4,Only downside adds
2026-05-05,It works it’s not glitchy It’s the best royalty free music app,5,It’s Good
2026-05-05,"So fast, amazing 5✨",4,Snap
2026-05-05,"The best, too expensive though",4,High price
2026-05-05,Love Spotify,5,Spotify
2026-05-05,"Best music app on internet 
- God",5,God
2026-05-05,I really love it but has a lot of ads when yu press more then one music,5,I love this app
2026-05-05,This app has artists like Marshmello and Cardi b,5,This app is good
2026-05-05,Good but bad,4,Y do u like ice?
2026-05-05,Seriously 5 ads every like one - two songs?,1,ADS
2026-05-05,"Cant even CHOOSE A SONG if you dont shell out money every month, every song you do listen to is followed by 3 or 4 ads each and last longer than the songs. Not to mention when you do pay they cancel your membership early even though they took your money! You people are robots that care about nothin but yourselves. Not to mention its full of ai songs.",1,Scam
2026-05-05,"I was in the middle of the song and what someone could consider the “peak” of the song and the best part, and the Spotify DJ cut to the next song with over 1.5 mins left in a 4 min song. Absolutely destroyed the good mood I was in because the next song didn’t even fit the “fun” genre the DJ picked out for me. I used to love using this DJ but over time the suggestions are getting worse and worse and it’s now doing things like this that make me never want to use the DJ let alone Spotify again.",1,DJ is getting worse
2026-05-05,Wants me to buy premium to pick a song Spotify promised free music for everyone and they are making you pay money to play a song that is why I am doing a 2 star review.,2,2 stars 🤬
2026-05-05,"I’m being deadass, you’re constant ads about vaping are making me want to vape, hate you spotify.",2,Hi.
